IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.10.135,8080,8080,false,LAX,North America,Los Angeles,174,5.24
47.245.41.84,8080,8080,false,NRT,Asia Pacific,Tokyo,78,5.24
47.74.11.45,2095,2095,false,HKG,Asia Pacific,Hong Kong,172,5.24
47.76.77.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,5.24
47.245.53.101,8080,8080,false,NRT,Asia Pacific,Tokyo,78,5.24
47.236.144.196,2086,2086,false,SIN,Asia Pacific,Singapore,34,5.23
47.245.40.161,80,80,false,NRT,Asia Pacific,Tokyo,83,5.23
8.210.107.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,82,5.23
8.222.248.188,8080,8080,false,SIN,Asia Pacific,Singapore,5,5.23
8.219.97.179,2082,2082,false,SIN,Asia Pacific,Singapore,4,5.23
47.74.5.150,8080,8080,false,LAX,North America,Los Angeles,187,5.23
47.236.106.37,8880,8880,false,SIN,Asia Pacific,Singapore,53,5.23
8.210.21.65,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,5.23
47.245.8.156,2096,2096,true,LAX,North America,Los Angeles,178,5.23
47.245.37.37,2086,2086,false,NRT,Asia Pacific,Tokyo,73,5.23
47.91.10.228,2082,2082,false,LAX,North America,Los Angeles,185,5.22
47.245.38.233,80,80,false,NRT,Asia Pacific,Tokyo,82,5.22
47.245.14.216,2096,2096,true,LAX,North America,Los Angeles,257,5.22
8.222.224.163,8443,8443,true,SIN,Asia Pacific,Singapore,101,5.22
8.210.21.65,80,80,false,HKG,Asia Pacific,Hong Kong,42,5.22
8.218.119.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,5.22
8.219.97.179,2086,2086,false,SIN,Asia Pacific,Singapore,9,5.22
8.222.144.117,2087,2087,true,SIN,Asia Pacific,Singapore,57,5.22
8.219.191.40,2052,2052,false,SIN,Asia Pacific,Singapore,44,5.22
47.245.34.140,8443,8443,true,LAX,North America,Los Angeles,323,5.21
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,5.21
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,66,5.21
47.91.19.249,2083,2083,true,LAX,North America,Los Angeles,216,5.21
47.91.14.62,2083,2083,true,LAX,North America,Los Angeles,213,5.21
47.236.96.141,80,80,false,SIN,Asia Pacific,Singapore,19,5.21
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,109,5.21
47.236.11.68,2083,2083,true,SIN,Asia Pacific,Singapore,73,5.21
47.236.4.129,8880,8880,false,SIN,Asia Pacific,Singapore,15,5.20
8.222.221.86,2095,2095,false,SIN,Asia Pacific,Singapore,6,5.20
8.210.119.11,80,80,false,HKG,Asia Pacific,Hong Kong,70,5.20
47.245.8.68,2087,2087,true,HKG,Asia Pacific,Hong Kong,333,5.20
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,11,5.20
8.210.117.18,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,5.20
8.210.250.120,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,5.20
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,5,5.20
47.245.59.244,8443,8443,true,LAX,North America,Los Angeles,333,5.20
8.217.239.116,2053,2053,true,HKG,Asia Pacific,Hong Kong,78,5.20
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,5.20
47.245.59.133,8880,8880,false,HKG,Asia Pacific,Hong Kong,173,5.20
47.236.116.208,80,80,false,SIN,Asia Pacific,Singapore,36,5.19
47.91.31.235,2095,2095,false,LAX,North America,Los Angeles,182,5.19
47.76.49.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,5.18
8.222.249.190,2095,2095,false,SIN,Asia Pacific,Singapore,4,5.18
47.236.103.153,80,80,false,SIN,Asia Pacific,Singapore,25,5.18
47.236.29.235,8880,8880,false,SIN,Asia Pacific,Singapore,11,5.18
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,5.18
8.218.149.193,2096,2096,true,HKG,Asia Pacific,Hong Kong,111,5.18
47.74.11.9,8880,8880,false,NRT,Asia Pacific,Tokyo,75,5.18
8.219.72.51,2096,2096,true,SIN,Asia Pacific,Singapore,118,5.18
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,5.17
47.236.103.153,8880,8880,false,SIN,Asia Pacific,Singapore,15,5.17
47.236.164.215,8443,8443,true,SIN,Asia Pacific,Singapore,148,5.17
8.219.58.64,8443,8443,true,SIN,Asia Pacific,Singapore,89,5.17
47.236.144.156,2052,2052,false,SIN,Asia Pacific,Singapore,13,5.17
8.218.11.90,443,443,true,HKG,Asia Pacific,Hong Kong,81,5.17
8.219.202.130,2052,2052,false,SIN,Asia Pacific,Singapore,16,5.17
8.218.22.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,103,5.17
47.245.42.210,2086,2086,false,LAX,North America,Los Angeles,173,5.17
47.74.14.85,2086,2086,false,LAX,North America,Los Angeles,171,5.17
47.243.161.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,5.17
8.218.143.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,87,5.17
47.74.14.85,2096,2096,true,LAX,North America,Los Angeles,358,5.16
47.245.57.109,80,80,false,LAX,North America,Los Angeles,177,5.16
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,57,5.16
47.245.40.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,155,5.16
47.236.161.155,8443,8443,true,SIN,Asia Pacific,Singapore,35,5.16
47.245.9.99,2087,2087,true,NRT,Asia Pacific,Tokyo,176,5.16
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,57,5.16
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,5.16
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,5.16
47.243.162.49,80,80,false,HKG,Asia Pacific,Hong Kong,47,5.16
47.74.36.154,2053,2053,true,LAX,North America,Los Angeles,249,5.16
47.74.13.239,8080,8080,false,NRT,Asia Pacific,Tokyo,80,5.16
47.91.25.66,2096,2096,true,LAX,North America,Los Angeles,211,5.15
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,140,5.15
47.245.42.162,2087,2087,true,LAX,North America,Los Angeles,328,5.15
8.219.170.232,2083,2083,true,SIN,Asia Pacific,Singapore,104,5.15
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,36,5.15
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,5.15
8.218.127.249,8443,8443,true,HKG,Asia Pacific,Hong Kong,144,5.15
8.219.55.31,2096,2096,true,LAX,North America,Los Angeles,195,5.15
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,5.14
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,44,5.14
8.219.183.31,2087,2087,true,SIN,Asia Pacific,Singapore,87,5.14
47.245.11.118,8080,8080,false,LAX,North America,Los Angeles,174,5.14
47.236.4.129,8443,8443,true,SIN,Asia Pacific,Singapore,73,5.14
47.236.172.71,2096,2096,true,SIN,Asia Pacific,Singapore,89,5.14
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,5.14
8.219.115.215,8443,8443,true,SIN,Asia Pacific,Singapore,157,5.14
8.218.156.91,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,5.14
47.91.18.207,80,80,false,NRT,Asia Pacific,Tokyo,71,5.14
47.236.172.41,2052,2052,false,SIN,Asia Pacific,Singapore,16,5.13
8.222.212.116,2052,2052,false,SIN,Asia Pacific,Singapore,7,5.13
8.210.117.18,443,443,true,HKG,Asia Pacific,Hong Kong,83,5.13
47.91.14.62,8443,8443,true,LAX,North America,Los Angeles,311,5.13
47.74.3.2,8443,8443,true,LAX,North America,Los Angeles,264,5.13
47.236.150.109,2083,2083,true,SIN,Asia Pacific,Singapore,127,5.13
8.219.97.179,443,443,true,SIN,Asia Pacific,Singapore,111,5.13
8.217.239.116,2096,2096,true,HKG,Asia Pacific,Hong Kong,111,5.13
47.245.90.176,2087,2087,true,SIN,Asia Pacific,Singapore,26,5.13
47.236.116.182,2086,2086,false,SIN,Asia Pacific,Singapore,23,5.13
47.91.19.249,2053,2053,true,LAX,North America,Los Angeles,289,5.13
8.217.85.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,5.13
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,5,5.13
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,134,5.12
47.236.104.11,2052,2052,false,SIN,Asia Pacific,Singapore,25,5.12
47.74.27.94,8080,8080,false,LAX,North America,Los Angeles,188,5.12
47.74.10.135,8880,8880,false,LAX,North America,Los Angeles,177,5.12
47.245.34.36,80,80,false,LAX,North America,Los Angeles,181,5.12
47.74.8.238,2087,2087,true,LAX,North America,Los Angeles,224,5.12
47.236.121.23,2095,2095,false,SIN,Asia Pacific,Singapore,22,5.12
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,5.12
47.91.17.102,2053,2053,true,LAX,North America,Los Angeles,252,5.11
47.245.113.117,2052,2052,false,SIN,Asia Pacific,Singapore,6,5.11
8.209.240.227,2095,2095,false,NRT,Asia Pacific,Tokyo,83,5.11
8.222.244.123,2096,2096,true,SIN,Asia Pacific,Singapore,64,5.11
8.222.212.172,8880,8880,false,SIN,Asia Pacific,Singapore,6,5.11
47.236.161.155,2052,2052,false,SIN,Asia Pacific,Singapore,11,5.11
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,131,5.11
47.236.172.95,2087,2087,true,SIN,Asia Pacific,Singapore,141,5.11
47.245.115.6,2095,2095,false,SIN,Asia Pacific,Singapore,7,5.11
8.219.60.130,8443,8443,true,SIN,Asia Pacific,Singapore,6,5.11
47.236.12.73,8880,8880,false,SIN,Asia Pacific,Singapore,50,5.10
47.236.29.235,2096,2096,true,SIN,Asia Pacific,Singapore,107,5.10
47.91.19.249,80,80,false,HKG,Asia Pacific,Hong Kong,140,5.10
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,5.10
47.91.3.87,2082,2082,false,NRT,Asia Pacific,Tokyo,86,5.10
8.219.103.126,8443,8443,true,SIN,Asia Pacific,Singapore,146,5.10
47.74.0.183,2086,2086,false,NRT,Asia Pacific,Tokyo,75,5.10
8.219.104.242,2082,2082,false,SIN,Asia Pacific,Singapore,6,5.10
47.236.123.218,2086,2086,false,SIN,Asia Pacific,Singapore,48,5.10
47.74.11.9,2087,2087,true,NRT,Asia Pacific,Tokyo,152,5.09
47.236.121.23,2053,2053,true,SIN,Asia Pacific,Singapore,113,5.09
8.219.56.205,2087,2087,true,SIN,Asia Pacific,Singapore,5,5.09
47.236.163.221,2086,2086,false,SIN,Asia Pacific,Singapore,11,5.09
47.74.34.135,2087,2087,true,NRT,Asia Pacific,Tokyo,76,5.09
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,113,5.09
8.209.222.232,2086,2086,false,HKG,Asia Pacific,Hong Kong,152,5.09
47.245.107.174,2052,2052,false,SIN,Asia Pacific,Singapore,4,5.09
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,21,5.09
47.74.43.229,2086,2086,false,HKG,Asia Pacific,Hong Kong,163,5.08
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,5.08
47.74.52.188,2083,2083,true,LAX,North America,Los Angeles,236,5.08
47.236.125.62,2082,2082,false,HKG,Asia Pacific,Hong Kong,95,5.08
47.245.34.140,2053,2053,true,LAX,North America,Los Angeles,290,5.08
47.236.121.7,2087,2087,true,SIN,Asia Pacific,Singapore,99,5.08
47.91.21.149,2096,2096,true,LAX,North America,Los Angeles,189,5.07
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,11,5.07
47.74.11.9,2082,2082,false,NRT,Asia Pacific,Tokyo,73,5.07
47.245.37.29,8080,8080,false,LAX,North America,Los Angeles,174,5.07
47.91.16.214,2095,2095,false,SIN,Asia Pacific,Singapore,168,5.07
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,44,5.07
47.74.2.97,2053,2053,true,LAX,North America,Los Angeles,217,5.07
47.236.7.206,8080,8080,false,SIN,Asia Pacific,Singapore,28,5.07
8.219.97.179,2095,2095,false,SIN,Asia Pacific,Singapore,11,5.06
47.245.55.94,2087,2087,true,LAX,North America,Los Angeles,281,5.06
47.74.12.139,8443,8443,true,LAX,North America,Los Angeles,215,5.06
47.76.49.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,5.06
8.219.153.237,8080,8080,false,LAX,North America,Los Angeles,177,5.06
8.218.8.142,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,5.06
47.74.27.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,161,5.06
47.236.65.177,2086,2086,false,SIN,Asia Pacific,Singapore,8,5.06
8.222.202.163,2095,2095,false,SIN,Asia Pacific,Singapore,4,5.06
8.219.202.130,80,80,false,SIN,Asia Pacific,Singapore,15,5.06
47.74.27.211,2052,2052,false,NRT,Asia Pacific,Tokyo,76,5.06
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,41,5.05
47.245.52.165,8080,8080,false,LAX,North America,Los Angeles,194,5.05
8.210.250.120,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,5.05
47.236.114.23,2052,2052,false,SIN,Asia Pacific,Singapore,20,5.05
47.245.9.121,8880,8880,false,LAX,North America,Los Angeles,177,5.05
47.236.94.109,2095,2095,false,SIN,Asia Pacific,Singapore,42,5.05
47.245.39.49,2086,2086,false,HKG,Asia Pacific,Hong Kong,152,5.05
8.219.222.98,2095,2095,false,SIN,Asia Pacific,Singapore,19,5.05
47.245.57.109,2082,2082,false,LAX,North America,Los Angeles,192,5.04
47.74.27.151,8443,8443,true,LAX,North America,Los Angeles,200,5.04
47.245.34.140,2086,2086,false,LAX,North America,Los Angeles,179,5.04
47.91.23.146,80,80,false,LAX,North America,Los Angeles,177,5.04
47.236.163.221,2052,2052,false,SIN,Asia Pacific,Singapore,17,5.04
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,5.04
47.236.121.7,2053,2053,true,SIN,Asia Pacific,Singapore,96,5.04
47.236.117.48,2083,2083,true,SIN,Asia Pacific,Singapore,166,5.04
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,51,5.03
47.245.11.244,2095,2095,false,LAX,North America,Los Angeles,178,5.03
47.236.163.221,2086,2086,false,SIN,Asia Pacific,Singapore,17,5.03
47.74.26.131,2082,2082,false,NRT,Asia Pacific,Tokyo,85,5.03
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,103,5.03
47.74.11.48,8880,8880,false,LAX,North America,Los Angeles,175,5.03
47.74.11.251,8880,8880,false,LAX,North America,Los Angeles,180,5.03
47.245.37.41,2083,2083,true,NRT,Asia Pacific,Tokyo,108,5.02
8.219.74.35,8443,8443,true,SIN,Asia Pacific,Singapore,80,5.02
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,18,5.02
8.219.134.117,8443,8443,true,SIN,Asia Pacific,Singapore,37,5.02
47.91.25.66,8880,8880,false,LAX,North America,Los Angeles,174,5.02
47.236.150.109,2082,2082,false,SIN,Asia Pacific,Singapore,21,5.02
47.236.99.131,2053,2053,true,SIN,Asia Pacific,Singapore,93,5.01
8.218.11.90,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,5.01
47.245.33.163,2087,2087,true,NRT,Asia Pacific,Tokyo,210,5.01
47.245.108.213,80,80,false,SIN,Asia Pacific,Singapore,15,5.01
47.74.0.183,8443,8443,true,NRT,Asia Pacific,Tokyo,146,5.01
47.91.29.108,2053,2053,true,LAX,North America,Los Angeles,187,5.01
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,13,5.01
8.222.209.223,2087,2087,true,SIN,Asia Pacific,Singapore,65,5.00
8.222.255.15,2087,2087,true,SIN,Asia Pacific,Singapore,70,5.00
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,5.00
47.245.34.140,2082,2082,false,LAX,North America,Los Angeles,190,5.00
8.210.65.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,5.00
47.236.165.25,2096,2096,true,SIN,Asia Pacific,Singapore,71,5.00
47.236.172.71,8443,8443,true,SIN,Asia Pacific,Singapore,46,5.00
47.236.97.111,80,80,false,SIN,Asia Pacific,Singapore,23,5.00
8.209.246.24,2082,2082,false,NRT,Asia Pacific,Tokyo,90,5.00
47.245.32.215,8443,8443,true,LAX,North America,Los Angeles,247,4.99
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,81,4.99
47.245.34.36,8080,8080,false,LAX,North America,Los Angeles,171,4.99
47.74.15.117,2087,2087,true,LAX,North America,Los Angeles,269,4.99
8.219.222.8,2095,2095,false,SIN,Asia Pacific,Singapore,23,4.99
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,4.99
47.245.8.68,8443,8443,true,LAX,North America,Los Angeles,288,4.99
47.236.7.13,8080,8080,false,SIN,Asia Pacific,Singapore,15,4.99
47.245.53.50,80,80,false,LAX,North America,Los Angeles,181,4.98
47.74.37.50,2083,2083,true,LAX,North America,Los Angeles,356,4.98
47.74.34.38,2082,2082,false,NRT,Asia Pacific,Tokyo,106,4.98
47.236.104.98,2096,2096,true,SIN,Asia Pacific,Singapore,148,4.98
8.219.51.211,2087,2087,true,SIN,Asia Pacific,Singapore,2,4.97
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,4.97
47.245.42.162,2083,2083,true,HKG,Asia Pacific,Hong Kong,169,4.97
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,4.97
47.245.118.197,2095,2095,false,SIN,Asia Pacific,Singapore,14,4.97
47.245.33.158,2095,2095,false,NRT,Asia Pacific,Tokyo,76,4.97
8.218.3.12,2096,2096,true,HKG,Asia Pacific,Hong Kong,80,4.97
47.91.1.199,8880,8880,false,HKG,Asia Pacific,Hong Kong,158,4.97
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,5,4.97
47.236.97.111,2053,2053,true,SIN,Asia Pacific,Singapore,121,4.96
8.218.52.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,4.96
8.219.141.174,2087,2087,true,SIN,Asia Pacific,Singapore,163,4.96
47.245.41.84,2096,2096,true,NRT,Asia Pacific,Tokyo,93,4.96
8.218.149.193,80,80,false,HKG,Asia Pacific,Hong Kong,40,4.95
8.218.207.169,443,443,true,HKG,Asia Pacific,Hong Kong,71,4.95
47.74.34.135,2083,2083,true,NRT,Asia Pacific,Tokyo,167,4.95
8.219.113.232,2053,2053,true,SIN,Asia Pacific,Singapore,135,4.95
8.218.48.92,443,443,true,HKG,Asia Pacific,Hong Kong,65,4.95
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,102,4.95
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,4.95
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,4.95
47.74.26.132,2083,2083,true,LAX,North America,Los Angeles,238,4.95
47.236.65.177,2052,2052,false,SIN,Asia Pacific,Singapore,15,4.95
8.219.103.65,2087,2087,true,SIN,Asia Pacific,Singapore,91,4.95
47.91.18.207,8880,8880,false,NRT,Asia Pacific,Tokyo,73,4.94
47.245.58.175,2083,2083,true,LAX,North America,Los Angeles,281,4.94
47.236.94.109,8880,8880,false,SIN,Asia Pacific,Singapore,21,4.94
47.245.107.174,80,80,false,SIN,Asia Pacific,Singapore,8,4.94
8.222.238.141,8880,8880,false,SIN,Asia Pacific,Singapore,5,4.93
8.219.97.179,80,80,false,SIN,Asia Pacific,Singapore,6,4.93
47.245.13.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,162,4.93
8.210.55.134,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,4.93
8.218.181.189,8080,8080,false,HKG,Asia Pacific,Hong Kong,65,4.93
8.219.213.112,8080,8080,false,SIN,Asia Pacific,Singapore,8,4.92
8.218.3.12,2083,2083,true,HKG,Asia Pacific,Hong Kong,36,4.92
47.236.10.100,2053,2053,true,SIN,Asia Pacific,Singapore,93,4.92
47.91.16.214,8880,8880,false,LAX,North America,Los Angeles,194,4.92
47.236.76.199,2053,2053,true,SIN,Asia Pacific,Singapore,140,4.92
8.219.107.135,2096,2096,true,SIN,Asia Pacific,Singapore,156,4.91
47.245.37.41,2053,2053,true,NRT,Asia Pacific,Tokyo,164,4.91
47.236.176.144,8880,8880,false,SIN,Asia Pacific,Singapore,4,4.91
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,50,4.91
47.236.87.206,2082,2082,false,SIN,Asia Pacific,Singapore,20,4.91
47.245.39.49,2083,2083,true,HKG,Asia Pacific,Hong Kong,240,4.91
47.74.0.183,2053,2053,true,NRT,Asia Pacific,Tokyo,131,4.91
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,4.90
47.74.41.87,2095,2095,false,NRT,Asia Pacific,Tokyo,75,4.90
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,40,4.90
47.245.8.68,2083,2083,true,LAX,North America,Los Angeles,260,4.90
8.219.113.27,2096,2096,true,SIN,Asia Pacific,Singapore,87,4.90
47.236.173.200,2096,2096,true,SIN,Asia Pacific,Singapore,143,4.90
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,4.90
47.91.10.241,2052,2052,false,LAX,North America,Los Angeles,191,4.89
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,55,4.89
8.218.149.193,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,4.89
8.222.175.78,2087,2087,true,SIN,Asia Pacific,Singapore,53,4.89
47.74.52.104,2083,2083,true,LAX,North America,Los Angeles,275,4.88
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,6,4.88
47.243.70.197,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,4.88
47.236.4.129,2053,2053,true,SIN,Asia Pacific,Singapore,82,4.88
8.222.221.109,8880,8880,false,SIN,Asia Pacific,Singapore,7,4.88
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,5,4.88
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,4.88
47.245.113.12,8880,8880,false,SIN,Asia Pacific,Singapore,17,4.88
47.74.27.94,2082,2082,false,LAX,North America,Los Angeles,175,4.87
47.91.16.214,2052,2052,false,LAX,North America,Los Angeles,180,4.87
47.243.86.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,4.87
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,5,4.87
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,175,4.87
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,4.87
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,20,4.86
8.219.97.179,2086,2086,false,SIN,Asia Pacific,Singapore,5,4.86
47.91.18.207,2095,2095,false,NRT,Asia Pacific,Tokyo,83,4.86
47.236.11.68,8443,8443,true,SIN,Asia Pacific,Singapore,105,4.86
47.245.59.133,2087,2087,true,LAX,North America,Los Angeles,272,4.86
47.245.33.158,2083,2083,true,NRT,Asia Pacific,Tokyo,225,4.86
47.91.16.198,2096,2096,true,LAX,North America,Los Angeles,284,4.86
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,13,4.86
8.222.215.228,2087,2087,true,SIN,Asia Pacific,Singapore,100,4.86
47.236.114.23,2082,2082,false,SIN,Asia Pacific,Singapore,18,4.85
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,4.85
47.245.56.121,2096,2096,true,LAX,North America,Los Angeles,216,4.85
47.236.149.107,80,80,false,SIN,Asia Pacific,Singapore,19,4.85
47.245.4.22,2087,2087,true,HKG,Asia Pacific,Hong Kong,195,4.85
8.218.156.91,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,4.85
8.219.103.57,443,443,true,SIN,Asia Pacific,Singapore,92,4.85
8.219.186.189,2086,2086,false,SIN,Asia Pacific,Singapore,16,4.84
8.219.201.174,2096,2096,true,SIN,Asia Pacific,Singapore,119,4.84
47.245.54.197,2083,2083,true,LAX,North America,Los Angeles,287,4.84
8.209.242.25,2087,2087,true,NRT,Asia Pacific,Tokyo,115,4.84
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,4.84
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,146,4.84
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,4.84
47.245.53.101,2052,2052,false,NRT,Asia Pacific,Tokyo,74,4.83
8.218.126.53,443,443,true,HKG,Asia Pacific,Hong Kong,97,4.83
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,183,4.83
47.236.169.141,8443,8443,true,SIN,Asia Pacific,Singapore,31,4.83
47.245.29.126,2096,2096,true,LAX,North America,Los Angeles,340,4.83
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,52,4.83
47.236.97.111,2086,2086,false,SIN,Asia Pacific,Singapore,12,4.82
47.245.26.167,2053,2053,true,LAX,North America,Los Angeles,352,4.82
47.74.27.151,2082,2082,false,LAX,North America,Los Angeles,179,4.82
47.236.125.62,2095,2095,false,LAX,North America,Los Angeles,191,4.82
47.245.37.37,2083,2083,true,NRT,Asia Pacific,Tokyo,146,4.82
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,4.82
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,4.82
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,185,4.82
47.245.30.65,8443,8443,true,SIN,Asia Pacific,Singapore,271,4.81
47.236.29.235,2053,2053,true,SIN,Asia Pacific,Singapore,110,4.81
8.218.48.92,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,4.80
8.209.243.172,2096,2096,true,LAX,North America,Los Angeles,185,4.80
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,4.80
47.236.163.221,8880,8880,false,SIN,Asia Pacific,Singapore,17,4.80
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,41,4.79
